OrderID,OrderDate,RequiredDate,ShipDate,ProductID,CustomerID,Channel,SupplierID,WarehouseID,OrderQty,UnitPrice,DiscountPct,Revenue,UnitCost,COGS,GrossProfit,OTIF_Flag,LateDays,StockoutFlag,ReturnQty,WasteQty,QualityIssueFlag,PromoFlag
O01708,2024-01-08,2024-01-20,2024-01-20,P028,C038,Distributor,S008,W001,67,2.44,0.02,160.21,1.5,100.5,59.71,1,0,0,0,0,0,0
O01709,2024-03-15,2024-03-27,2024-03-27,P002,C039,Retail,S008,W001,276,1.5,0.04,397.44,0.81,223.56,173.88,1,0,0,0,0,0,0
O01710,2024-04-07,2024-04-09,2024-04-09,P042,C061,Retail,S006,W004,46,1.93,0.04,85.23,1.27,58.42,26.81,1,0,0,0,0,0,0
O01711,2024-08-16,2024-08-28,2024-08-28,P002,C045,HoReCa,S008,W005,377,1.5,0.12,497.64,0.81,305.37,192.27,1,0,0,0,0,0,1
O01712,2025-03-31,2025-04-05,2025-04-05,P017,C031,HoReCa,S001,W003,153,2.57,0.11,349.96,1.46,223.38,126.58,1,0,0,0,0,0,1
O01713,2024-11-09,2024-11-14,2024-11-14,P002,C070,HoReCa,S001,W005,130,1.5,0.03,189.15,0.81,105.3,83.85,1,0,0,0,0,0,0
O01714,2025-07-10,2025-07-17,2025-07-17,P028,C002,E-commerce,S004,W002,40,2.44,0.02,95.65,1.5,60,35.65,1,0,0,0,0,0,0
O01715,2024-11-21,2024-11-26,2024-11-26,P010,C057,Distributor,S001,W002,19,1.85,0.04,33.74,1.01,19.19,14.55,1,0,0,0,0,0,0
O01716,2025-02-12,2025-02-14,2025-02-14,P040,C079,Retail,S006,W002,41,1.32,0.05,51.41,0.86,35.26,16.15,1,0,0,0,0,0,0
O01717,2025-11-22,2025-11-27,2025-11-27,P012,C031,Distributor,S001,W003,197,1.97,0.1,349.28,1.3,256.1,93.18,1,0,0,0,0,0,1
O01718,2024-09-09,2024-09-21,2024-09-21,P026,C077,HoReCa,S008,W001,83,2.65,0.03,213.35,1.83,151.89,61.46,1,0,0,1,0,0,0
O01719,2024-01-16,2024-01-26,2024-01-26,P011,C036,HoReCa,S007,W001,145,1.67,0.02,237.31,1.08,156.6,80.71,1,0,0,0,0,0,0
O01720,2024-03-25,2024-03-30,2024-03-30,P021,C069,Retail,S001,W001,105,3.11,0.04,313.49,1.97,206.85,106.64,1,0,0,0,0,0,0
O01721,2025-03-29,2025-04-08,2025-04-08,P011,C013,Distributor,S007,W002,59,1.67,0.1,88.68,1.08,63.72,24.96,1,0,0,0,0,0,1
O01722,2024-09-03,2024-09-05,2024-09-05,P038,C052,HoReCa,S006,W002,81,1.43,0.02,113.51,0.91,73.71,39.8,1,0,0,0,0,0,0
O01723,2024-05-04,2024-05-10,2024-05-10,P015,C076,Retail,S003,W001,73,2.03,0.12,130.41,1.2,87.6,42.81,1,0,0,0,0,0,1
O01724,2025-01-17,2025-01-19,2025-01-20,P040,C078,HoReCa,S006,W004,10,1.32,0.12,11.62,0.86,8.6,3.02,0,1,0,0,0,0,1
O01725,2024-12-14,2024-12-26,2024-12-26,P025,C036,Retail,S008,W003,176,1.94,0.13,297.05,1.4,246.4,50.65,1,0,0,0,0,0,1
O01726,2024-12-18,2024-12-24,2024-12-24,P014,C018,Retail,S003,W003,112,1.95,0.06,205.3,1.12,125.44,79.86,1,0,0,0,0,0,0
O01727,2024-10-23,2024-11-04,2024-11-05,P029,C037,Retail,S008,W001,134,2.79,0.05,355.17,1.46,195.64,159.53,0,1,0,0,0,0,0
O01728,2025-03-14,2025-03-21,2025-03-21,P027,C055,Retail,S004,W002,31,2.7,0.06,78.68,1.63,50.53,28.15,1,0,0,0,0,0,0
O01729,2024-03-29,2024-03-31,2024-03-31,P042,C071,E-commerce,S006,W001,160,1.93,0.02,302.62,1.27,203.2,99.42,1,0,0,0,0,0,0
O01730,2025-10-06,2025-10-15,2025-10-15,P031,C055,Retail,S002,W001,32,3.43,0.06,103.17,2.08,66.56,36.61,1,0,0,0,0,0,0
O01731,2025-10-13,2025-10-22,2025-10-22,P034,C037,Retail,S002,W003,157,4.76,0.04,717.43,3.05,478.85,238.58,1,0,0,7,0,0,0
O01732,2024-09-08,2024-09-10,2024-09-10,P037,C073,E-commerce,S006,W004,30,2.04,0.1,55.08,1.4,42,13.08,1,0,0,0,0,0,1
O01733,2025-09-19,2025-09-24,2025-09-24,P014,C017,Retail,S001,W002,120,1.95,0.05,222.3,1.12,134.4,87.9,1,0,0,0,0,0,0
O01734,2024-05-22,2024-06-01,2024-06-01,P003,C013,E-commerce,S007,W001,109,1.44,0.11,139.69,0.87,94.83,44.86,1,0,0,0,0,0,1
O01735,2024-08-13,2024-08-25,2024-08-25,P024,C009,Retail,S008,W004,116,2.64,0.12,269.49,1.6,185.6,83.89,1,0,0,0,0,0,1
O01736,2025-09-20,2025-09-29,2025-09-29,P031,C053,HoReCa,S002,W002,121,3.43,0.02,406.73,2.08,251.68,155.05,1,0,0,0,0,0,0
O01737,2024-01-23,2024-01-29,2024-01-29,P020,C053,Retail,S003,W003,95,1.85,0.05,166.96,1.08,102.6,64.36,1,0,0,0,0,0,0
O01738,2024-02-25,2024-03-08,2024-03-08,P027,C017,E-commerce,S008,W002,121,2.7,0.02,320.17,1.63,197.23,122.94,1,0,0,0,0,0,0
O01739,2025-12-02,2025-12-08,2025-12-08,P018,C018,HoReCa,S003,W001,131,3.22,0.02,413.38,2.09,273.79,139.59,1,0,0,0,0,0,0
O01740,2025-12-07,2025-12-17,2025-12-17,P001,C037,E-commerce,S007,W002,238,2.04,0.03,470.95,1.07,254.66,216.29,1,0,0,0,0,0,0
O01741,2024-08-23,2024-08-25,2024-08-25,P042,C018,HoReCa,S006,W001,106,1.93,0.02,200.49,1.27,134.62,65.87,1,0,0,0,0,0,0
O01742,2025-08-04,2025-08-09,2025-08-09,P018,C041,HoReCa,S001,W001,7,3.22,0.03,21.86,2.09,14.63,7.23,1,0,0,0,0,0,0
O01743,2025-06-16,2025-06-23,2025-06-23,P028,C026,Retail,S004,W005,199,2.44,0.12,427.29,1.5,298.5,128.79,1,0,0,0,0,0,1
O01744,2025-02-01,2025-02-07,2025-02-07,P017,C070,Distributor,S003,W005,210,2.57,0.03,523.51,1.46,306.6,216.91,1,0,0,0,0,0,0
O01745,2025-12-08,2025-12-19,2025-12-19,P035,C064,E-commerce,S005,W003,40,3.56,0.03,138.13,2.53,101.2,36.93,1,0,0,0,0,0,0
O01746,2025-07-29,2025-08-05,2025-08-05,P024,C054,Retail,S004,W005,208,2.64,0.13,477.73,1.6,332.8,144.93,1,0,0,0,0,0,1
O01747,2024-02-21,2024-02-23,2024-02-23,P042,C001,Distributor,S006,W004,61,1.93,0.04,113.02,1.27,77.47,35.55,1,0,0,0,0,0,0
O01748,2025-06-20,2025-06-29,2025-06-29,P033,C074,Retail,S002,W005,163,4.43,0.13,628.22,2.4,391.2,237.02,1,0,0,0,0,0,1
O01749,2024-08-06,2024-08-13,2024-08-13,P022,C025,Retail,S004,W003,102,2.52,0.04,246.76,1.51,154.02,92.74,1,0,0,4,0,0,0
O01750,2024-10-15,2024-10-27,2024-10-30,P029,C015,HoReCa,S008,W005,92,2.79,0.12,225.88,1.46,134.32,91.56,0,3,0,0,0,0,1
O01751,2025-12-11,2025-12-22,2025-12-22,P036,C027,HoReCa,S005,W002,61,4.66,0.04,272.89,2.88,175.68,97.21,1,0,0,0,0,0,0
O01752,2025-03-25,2025-04-01,2025-04-01,P023,C075,E-commerce,S004,W003,178,2,0.02,348.88,1.14,202.92,145.96,1,0,0,0,0,0,0
O01753,2025-07-03,2025-07-08,2025-07-08,P014,C048,Retail,S001,W001,89,1.95,0.05,164.87,1.12,99.68,65.19,1,0,0,0,0,0,0
O01754,2025-08-15,2025-08-17,2025-08-20,P042,C066,Retail,S006,W005,122,1.93,0.04,226.04,1.27,154.94,71.1,0,3,0,0,17,0,0
O01755,2024-10-01,2024-10-13,2024-10-14,P028,C055,HoReCa,S008,W003,76,2.44,0.02,181.73,1.5,114,67.73,0,1,0,0,0,0,0
O01756,2025-01-28,2025-02-04,2025-02-04,P028,C076,Retail,S004,W003,107,2.44,0.13,227.14,1.5,160.5,66.64,1,0,0,0,0,0,1
O01757,2024-11-03,2024-11-10,2024-11-10,P028,C014,Distributor,S004,W005,137,2.44,0.04,320.91,1.5,205.5,115.41,1,0,0,0,0,1,0
O01758,2025-04-12,2025-04-18,2025-04-18,P015,C072,Distributor,S003,W003,146,2.03,0.03,287.49,1.2,175.2,112.29,1,0,0,0,0,0,0
O01759,2024-10-26,2024-11-07,2024-11-07,P009,C041,E-commerce,S008,W001,17,2.27,0.04,37.05,1.45,24.65,12.4,1,0,0,0,0,0,0
O01760,2024-07-17,2024-07-23,2024-07-23,P019,C038,Distributor,S003,W002,53,2.27,0.03,116.7,1.53,81.09,35.61,1,0,0,0,0,0,0
O01761,2024-04-06,2024-04-08,2024-04-08,P040,C055,Retail,S006,W001,42,1.32,0.05,52.67,0.86,36.12,16.55,1,0,0,0,0,0,0
O01762,2025-01-21,2025-01-30,2025-01-30,P034,C025,Retail,S002,W002,260,4.76,0.05,1175.72,3.05,793,382.72,1,0,0,0,0,0,0
O01763,2025-01-23,2025-01-30,2025-01-30,P024,C026,Distributor,S004,W005,180,2.64,0.03,460.94,1.6,288,172.94,1,0,0,1,0,0,0
O01764,2024-09-06,2024-09-18,2024-09-22,P027,C007,HoReCa,S008,W005,229,2.7,0.02,605.93,1.63,373.27,232.66,0,4,1,0,0,0,0
O01765,2024-06-04,2024-06-11,2024-06-11,P027,C002,Retail,S004,W001,99,2.7,0.13,232.55,1.63,161.37,71.18,1,0,0,0,0,0,1
O01766,2024-07-27,2024-08-02,2024-08-02,P015,C041,Retail,S003,W002,58,2.03,0.06,110.68,1.2,69.6,41.08,1,0,0,0,0,0,0
O01767,2025-01-28,2025-02-02,2025-02-02,P016,C065,Distributor,S001,W005,122,3.15,0.02,376.61,2.05,250.1,126.51,1,0,0,0,0,0,0
O01768,2025-03-09,2025-03-16,2025-03-16,P024,C019,Retail,S004,W003,104,2.64,0.05,260.83,1.6,166.4,94.43,1,0,0,0,0,0,0
O01769,2024-10-24,2024-11-05,2024-11-05,P001,C006,Distributor,S008,W004,126,2.04,0.04,246.76,1.07,134.82,111.94,1,0,0,0,0,0,0
O01770,2025-07-26,2025-08-02,2025-08-02,P022,C036,HoReCa,S004,W001,113,2.52,0.12,250.59,1.51,170.63,79.96,1,0,0,0,0,0,1
O01771,2024-11-23,2024-11-30,2024-11-30,P027,C028,Distributor,S004,W005,200,2.7,0.04,518.4,1.63,326,192.4,1,0,0,0,0,0,0
O01772,2024-04-26,2024-05-01,2024-05-01,P001,C040,Retail,S001,W003,69,2.04,0.04,135.13,1.07,73.83,61.3,1,0,0,0,0,0,0
O01773,2024-07-03,2024-07-05,2024-07-07,P040,C080,Retail,S006,W003,32,1.32,0.05,40.13,0.86,27.52,12.61,0,2,0,0,0,0,0
O01774,2024-03-25,2024-04-06,2024-04-06,P009,C018,HoReCa,S008,W003,218,2.27,0.12,435.48,1.45,316.1,119.38,1,0,0,0,0,0,1
O01775,2024-01-04,2024-01-11,2024-01-11,P023,C029,Retail,S004,W001,125,2,0.06,235,1.14,142.5,92.5,1,0,0,0,0,0,0
O01776,2025-09-25,2025-10-06,2025-10-06,P033,C038,HoReCa,S005,W001,192,4.43,0.04,816.54,2.4,460.8,355.74,1,0,0,0,0,0,0
O01777,2024-12-30,2025-01-01,2025-01-01,P042,C014,HoReCa,S006,W005,130,1.93,0.03,243.37,1.27,165.1,78.27,1,0,0,0,0,0,0
O01778,2024-08-29,2024-09-05,2024-09-05,P028,C070,Retail,S004,W005,117,2.44,0.06,268.35,1.5,175.5,92.85,1,0,0,0,0,0,0
O01779,2025-03-21,2025-03-28,2025-03-28,P029,C066,HoReCa,S004,W005,37,2.79,0.03,100.13,1.46,54.02,46.11,1,0,0,0,0,0,0
O01780,2025-09-15,2025-09-27,2025-09-27,P001,C060,HoReCa,S008,W002,268,2.04,0.04,524.85,1.07,286.76,238.09,1,0,0,0,0,0,0
O01781,2025-03-20,2025-03-25,2025-03-25,P021,C078,Retail,S001,W004,25,3.11,0.06,73.08,1.97,49.25,23.83,1,0,0,0,0,0,0
O01782,2024-10-24,2024-11-03,2024-11-03,P008,C057,Retail,S007,W001,31,2.17,0.04,64.58,1.17,36.27,28.31,1,0,0,0,0,0,0
O01783,2025-02-09,2025-02-21,2025-02-22,P023,C012,Retail,S008,W003,247,2,0.04,474.24,1.14,281.58,192.66,0,1,0,8,0,0,0
O01784,2025-10-15,2025-10-27,2025-10-27,P012,C067,Distributor,S008,W002,233,1.97,0.04,440.65,1.3,302.9,137.75,1,0,1,0,0,0,0
O01785,2024-07-19,2024-07-31,2024-07-31,P002,C020,Retail,S008,W002,232,1.5,0.04,334.08,0.81,187.92,146.16,1,0,0,0,0,0,0
O01786,2024-07-04,2024-07-16,2024-07-16,P011,C025,Retail,S008,W002,172,1.67,0.14,247.03,1.08,185.76,61.27,1,0,1,0,0,0,1
O01787,2024-05-19,2024-05-24,2024-05-24,P017,C023,Retail,S001,W002,55,2.57,0.05,134.28,1.46,80.3,53.98,1,0,0,0,9,0,0
O01788,2025-12-07,2025-12-17,2025-12-17,P006,C036,Distributor,S007,W002,74,1.65,0.03,118.44,1.14,84.36,34.08,1,0,0,0,0,0,0
O01789,2025-05-19,2025-05-24,2025-05-24,P014,C047,Retail,S001,W003,51,1.95,0.05,94.48,1.12,57.12,37.36,1,0,0,0,0,0,0
O01790,2024-12-28,2025-01-08,2025-01-08,P033,C035,E-commerce,S005,W003,105,4.43,0.02,455.85,2.4,252,203.85,1,0,0,0,0,0,0
O01791,2025-03-02,2025-03-11,2025-03-11,P032,C028,Distributor,S002,W005,100,4.97,0.12,437.36,3.3,330,107.36,1,0,0,0,11,0,1
O01792,2024-09-06,2024-09-18,2024-09-18,P011,C053,Retail,S008,W003,62,1.67,0.05,98.36,1.08,66.96,31.4,1,0,0,0,0,0,0
O01793,2025-07-02,2025-07-07,2025-07-07,P003,C040,Retail,S001,W002,102,1.44,0.04,141,0.87,88.74,52.26,1,0,1,0,0,0,0
O01794,2025-09-09,2025-09-14,2025-09-14,P013,C073,HoReCa,S001,W004,16,2.91,0.03,45.16,2.09,33.44,11.72,1,0,0,0,0,0,0
O01795,2024-12-19,2024-12-21,2024-12-21,P041,C001,Retail,S006,W004,84,1.71,0.05,136.46,1.1,92.4,44.06,1,0,0,4,4,0,0
O01796,2024-11-15,2024-11-21,2024-11-21,P014,C044,Retail,S003,W001,190,1.95,0.05,351.97,1.12,212.8,139.17,1,0,0,0,0,0,0
O01797,2025-09-27,2025-10-04,2025-10-04,P022,C025,Retail,S004,W001,142,2.52,0.12,314.9,1.51,214.42,100.48,1,0,0,0,0,0,1
O01798,2025-11-22,2025-11-29,2025-11-29,P025,C024,E-commerce,S004,W005,58,1.94,0.03,109.14,1.4,81.2,27.94,1,0,0,0,0,0,0
O01799,2024-03-23,2024-03-29,2024-03-29,P017,C056,HoReCa,S003,W001,161,2.57,0.03,401.36,1.46,235.06,166.3,1,0,0,0,0,0,0
O01800,2024-02-02,2024-02-09,2024-02-09,P027,C018,HoReCa,S004,W002,196,2.7,0.03,513.32,1.63,319.48,193.84,1,0,0,0,0,0,0
O01801,2024-03-29,2024-04-03,2024-04-03,P021,C061,E-commerce,S001,W004,145,3.11,0.03,437.42,1.97,285.65,151.77,1,0,0,0,0,0,0
O01802,2025-06-07,2025-06-09,2025-06-09,P042,C021,HoReCa,S006,W001,24,1.93,0.04,44.47,1.27,30.48,13.99,1,0,0,0,0,0,0
O01803,2024-12-10,2024-12-20,2024-12-20,P005,C056,Distributor,S007,W003,166,2.05,0.04,326.69,1.29,214.14,112.55,1,0,0,0,0,0,0
O01804,2025-03-27,2025-04-02,2025-04-02,P015,C013,Retail,S003,W001,151,2.03,0.06,288.14,1.2,181.2,106.94,1,0,0,4,0,0,0
O01805,2024-10-25,2024-10-27,2024-10-27,P042,C019,Retail,S006,W002,70,1.93,0.04,129.7,1.27,88.9,40.8,1,0,0,0,0,0,0
O01806,2025-01-14,2025-01-21,2025-01-21,P029,C049,HoReCa,S004,W002,216,2.79,0.12,530.32,1.46,315.36,214.96,1,0,0,0,0,0,1
O01807,2024-03-28,2024-04-08,2024-04-08,P034,C026,HoReCa,S005,W005,111,4.76,0.02,517.79,3.05,338.55,179.24,1,0,0,0,0,0,0
O01808,2025-11-25,2025-11-27,2025-11-27,P042,C003,E-commerce,S006,W002,27,1.93,0.04,50.03,1.27,34.29,15.74,1,0,0,0,0,0,0
O01809,2024-03-06,2024-03-13,2024-03-13,P029,C028,Distributor,S004,W005,184,2.79,0.04,492.83,1.46,268.64,224.19,1,0,0,0,0,0,0
O01810,2024-09-09,2024-09-21,2024-09-21,P026,C073,HoReCa,S008,W004,47,2.65,0.03,120.81,1.83,86.01,34.8,1,0,0,0,0,0,0
O01811,2024-01-02,2024-01-09,2024-01-09,P029,C038,Retail,S004,W002,152,2.79,0.04,407.12,1.46,221.92,185.2,1,0,0,0,0,0,0
O01812,2025-06-17,2025-06-23,2025-06-23,P016,C072,Distributor,S003,W002,221,3.15,0.03,675.27,2.05,453.05,222.22,1,0,0,0,0,0,0
O01813,2025-02-10,2025-02-15,2025-02-15,P004,C031,Retail,S001,W003,91,1.6,0.05,138.32,1.02,92.82,45.5,1,0,0,0,0,0,0
O01814,2024-05-29,2024-06-04,2024-06-04,P016,C055,Retail,S003,W003,41,3.15,0.06,121.4,2.05,84.05,37.35,1,0,0,0,0,0,0
O01815,2024-09-06,2024-09-12,2024-09-12,P016,C036,Retail,S003,W002,128,3.15,0.06,379.01,2.05,262.4,116.61,1,0,0,0,0,0,0
O01816,2024-07-20,2024-07-25,2024-07-25,P005,C050,E-commerce,S001,W003,70,2.05,0.02,140.63,1.29,90.3,50.33,1,0,0,0,0,0,0
O01817,2025-05-05,2025-05-11,2025-05-11,P016,C049,HoReCa,S003,W003,57,3.15,0.03,174.16,2.05,116.85,57.31,1,0,0,0,0,0,0
O01818,2024-02-21,2024-03-01,2024-03-01,P031,C059,Retail,S002,W001,224,3.43,0.04,737.59,2.08,465.92,271.67,1,0,0,0,0,0,0
O01819,2025-04-14,2025-04-19,2025-04-19,P001,C068,E-commerce,S001,W004,190,2.04,0.03,375.97,1.07,203.3,172.67,1,0,0,0,0,0,0
O01820,2024-05-25,2024-05-27,2024-05-27,P040,C044,HoReCa,S006,W002,92,1.32,0.03,117.8,0.86,79.12,38.68,1,0,0,0,0,0,0
O01821,2025-05-27,2025-06-03,2025-06-03,P027,C019,HoReCa,S004,W002,116,2.7,0.03,303.8,1.63,189.08,114.72,1,0,0,0,0,0,0
O01822,2024-07-31,2024-08-12,2024-08-13,P030,C013,E-commerce,S008,W001,155,2.82,0.12,384.65,1.89,292.95,91.7,0,1,0,0,0,0,1
O01823,2024-03-11,2024-03-16,2024-03-16,P020,C039,Retail,S001,W002,79,1.85,0.14,125.69,1.08,85.32,40.37,1,0,0,0,0,0,1
O01824,2025-10-03,2025-10-13,2025-10-13,P007,C048,HoReCa,S007,W001,177,2.1,0.03,360.55,1.23,217.71,142.84,1,0,0,0,0,0,0
O01825,2024-01-28,2024-02-02,2024-02-02,P017,C050,HoReCa,S001,W002,18,2.57,0.02,45.33,1.46,26.28,19.05,1,0,0,0,0,0,0
O01826,2025-07-08,2025-07-14,2025-07-14,P015,C063,Retail,S003,W003,139,2.03,0.04,270.88,1.2,166.8,104.08,1,0,0,0,0,0,0
O01827,2025-12-24,2025-12-26,2025-12-27,P039,C022,Retail,S006,W002,129,1.67,0.13,187.42,0.89,114.81,72.61,0,1,0,0,0,0,1
O01828,2024-05-11,2024-05-20,2024-05-20,P033,C021,Retail,S002,W002,53,4.43,0.04,225.4,2.4,127.2,98.2,1,0,0,0,0,0,0
O01829,2024-02-24,2024-03-04,2024-03-04,P031,C058,Distributor,S002,W005,150,3.43,0.03,499.06,2.08,312,187.06,1,0,0,0,0,0,0
O01830,2025-02-23,2025-03-02,2025-03-02,P022,C054,HoReCa,S004,W005,111,2.52,0.02,274.13,1.51,167.61,106.52,1,0,0,1,0,0,0
O01831,2025-12-24,2025-12-30,2025-12-30,P021,C053,Distributor,S003,W001,68,3.11,0.03,205.14,1.97,133.96,71.18,1,0,0,0,0,0,0
O01832,2025-03-04,2025-03-06,2025-03-06,P039,C053,Distributor,S006,W001,75,1.67,0.02,122.75,0.89,66.75,56,1,0,0,0,0,0,0
O01833,2025-08-17,2025-08-19,2025-08-19,P038,C068,Retail,S006,W004,165,1.43,0.05,224.15,0.91,150.15,74,1,0,0,0,0,0,0
O01834,2024-08-15,2024-08-21,2024-08-21,P013,C054,Retail,S003,W005,291,2.91,0.06,796,2.09,608.19,187.81,1,0,0,0,0,0,0
O01835,2024-02-27,2024-03-03,2024-03-03,P016,C061,E-commerce,S001,W004,76,3.15,0.03,232.22,2.05,155.8,76.42,1,0,0,0,0,0,0
O01836,2025-08-23,2025-09-01,2025-09-01,P036,C016,Distributor,S002,W005,31,4.66,0.02,141.57,2.88,89.28,52.29,1,0,0,0,0,0,0
O01837,2024-04-18,2024-04-25,2024-04-25,P029,C035,Retail,S004,W001,71,2.79,0.05,188.19,1.46,103.66,84.53,1,0,0,0,0,0,0
O01838,2025-12-21,2025-12-26,2025-12-26,P012,C025,Retail,S001,W002,125,1.97,0.06,231.47,1.3,162.5,68.97,1,0,0,0,0,0,0
O01839,2024-11-21,2024-11-26,2024-11-26,P015,C013,Retail,S001,W002,175,2.03,0.05,337.49,1.2,210,127.49,1,0,0,0,0,0,0
O01840,2025-10-28,2025-10-30,2025-11-05,P038,C040,Retail,S006,W002,70,1.43,0.06,94.09,0.91,63.7,30.39,0,6,0,0,0,0,0
O01841,2025-10-13,2025-10-19,2025-10-19,P013,C043,Retail,S003,W003,148,2.91,0.06,404.84,2.09,309.32,95.52,1,0,0,0,0,0,0
O01842,2025-05-05,2025-05-11,2025-05-11,P015,C038,Retail,S003,W001,138,2.03,0.06,263.33,1.2,165.6,97.73,1,0,0,0,0,0,0
O01843,2024-08-23,2024-09-04,2024-09-06,P004,C032,Retail,S008,W001,40,1.6,0.14,55.04,1.02,40.8,14.24,0,2,0,0,0,0,1
O01844,2024-10-04,2024-10-16,2024-10-17,P010,C004,Retail,S008,W001,243,1.85,0.05,427.07,1.01,245.43,181.64,0,1,0,0,0,0,0
O01845,2025-11-15,2025-11-26,2025-11-26,P033,C055,Distributor,S005,W003,47,4.43,0.04,199.88,2.4,112.8,87.08,1,0,0,0,0,0,0
O01846,2024-03-07,2024-03-12,2024-03-12,P013,C060,Retail,S001,W001,198,2.91,0.05,547.37,2.09,413.82,133.55,1,0,0,0,0,0,0
O01847,2024-07-02,2024-07-09,2024-07-09,P025,C010,HoReCa,S004,W004,55,1.94,0.12,93.9,1.4,77,16.9,1,0,0,2,0,0,1
O01848,2025-01-25,2025-02-06,2025-02-06,P028,C075,HoReCa,S008,W003,180,2.44,0.04,421.63,1.5,270,151.63,1,0,0,0,0,0,0
O01849,2024-03-07,2024-03-09,2024-03-09,P041,C025,Distributor,S006,W003,163,1.71,0.03,270.37,1.1,179.3,91.07,1,0,0,0,0,0,0
O01850,2025-06-08,2025-06-14,2025-06-14,P013,C035,Retail,S003,W002,29,2.91,0.06,79.33,2.09,60.61,18.72,1,0,0,0,0,0,0
O01851,2025-06-23,2025-07-05,2025-07-06,P025,C056,E-commerce,S008,W003,60,1.94,0.03,112.91,1.4,84,28.91,0,1,0,0,0,0,0
O01852,2024-01-22,2024-02-03,2024-02-05,P029,C035,Distributor,S008,W001,62,2.79,0.11,153.95,1.46,90.52,63.43,0,2,0,0,0,0,1
O01853,2025-01-17,2025-01-19,2025-01-19,P039,C062,HoReCa,S006,W004,25,1.67,0.03,40.5,0.89,22.25,18.25,1,0,0,0,0,0,0
O01854,2024-02-15,2024-02-21,2024-02-21,P017,C059,Retail,S003,W001,90,2.57,0.06,217.42,1.46,131.4,86.02,1,0,0,0,0,0,0
O01855,2024-10-18,2024-10-20,2024-10-20,P040,C049,HoReCa,S006,W003,78,1.32,0.02,100.9,0.86,67.08,33.82,1,0,0,0,0,0,0
O01856,2025-03-19,2025-03-21,2025-03-21,P038,C034,Retail,S006,W004,101,1.43,0.04,138.65,0.91,91.91,46.74,1,0,0,0,0,0,0
O01857,2024-04-15,2024-04-27,2024-04-27,P022,C051,Retail,S008,W005,64,2.52,0.06,151.6,1.51,96.64,54.96,1,0,0,0,0,0,0
O01858,2025-07-30,2025-08-11,2025-08-16,P012,C027,Distributor,S008,W002,58,1.97,0.03,110.83,1.3,75.4,35.43,0,5,0,0,0,0,0
O01859,2025-02-22,2025-03-06,2025-03-06,P027,C074,Retail,S008,W005,232,2.7,0.05,595.08,1.63,378.16,216.92,1,0,0,0,0,0,0
O01860,2025-08-24,2025-09-03,2025-09-03,P011,C058,Distributor,S007,W005,362,1.67,0.04,580.36,1.08,390.96,189.4,1,0,0,0,0,0,0
O01861,2024-06-25,2024-07-02,2024-07-02,P025,C039,HoReCa,S004,W003,176,1.94,0.04,327.78,1.4,246.4,81.38,1,0,0,0,0,0,0
O01862,2024-12-25,2024-12-31,2024-12-31,P015,C003,Retail,S003,W003,24,2.03,0.12,42.87,1.2,28.8,14.07,1,0,0,0,0,0,1
O01863,2025-10-26,2025-10-31,2025-10-31,P014,C001,Retail,S001,W004,90,1.95,0.06,164.97,1.12,100.8,64.17,1,0,0,0,0,0,0
O01864,2024-02-22,2024-02-27,2024-02-27,P013,C055,Retail,S001,W001,36,2.91,0.06,98.47,2.09,75.24,23.23,1,0,0,0,0,0,0
O01865,2024-09-07,2024-09-13,2024-09-13,P015,C014,Retail,S003,W005,85,2.03,0.06,162.2,1.2,102,60.2,1,0,0,0,0,0,0
O01866,2025-04-02,2025-04-07,2025-04-07,P020,C036,HoReCa,S001,W002,196,1.85,0.04,348.1,1.08,211.68,136.42,1,0,0,0,0,0,0
O01867,2025-12-14,2025-12-24,2025-12-24,P003,C066,Retail,S007,W005,49,1.44,0.05,67.03,0.87,42.63,24.4,1,0,0,0,0,0,0
O01868,2024-12-28,2025-01-02,2025-01-02,P013,C058,Distributor,S001,W005,175,2.91,0.02,499.06,2.09,365.75,133.31,1,0,0,0,0,0,0
O01869,2024-06-02,2024-06-12,2024-06-14,P002,C062,Retail,S007,W004,32,1.5,0.12,42.24,0.81,25.92,16.32,0,2,0,0,0,0,1
O01870,2024-02-29,2024-03-12,2024-03-12,P003,C006,Retail,S008,W004,192,1.44,0.05,262.66,0.87,167.04,95.62,1,0,0,0,0,0,0
O01871,2024-09-07,2024-09-16,2024-09-16,P034,C043,Retail,S002,W003,150,4.76,0.06,671.16,3.05,457.5,213.66,1,0,0,0,0,0,0
O01872,2025-11-18,2025-11-28,2025-11-28,P001,C005,Retail,S007,W002,166,2.04,0.06,318.32,1.07,177.62,140.7,1,0,0,0,0,0,0
O01873,2025-03-07,2025-03-19,2025-03-19,P005,C011,E-commerce,S008,W003,16,2.05,0.03,31.82,1.29,20.64,11.18,1,0,0,0,0,0,0
O01874,2025-04-03,2025-04-09,2025-04-09,P018,C052,Retail,S003,W002,138,3.22,0.05,422.14,2.09,288.42,133.72,1,0,0,0,0,0,0
O01875,2025-11-15,2025-11-25,2025-11-25,P001,C036,E-commerce,S007,W003,73,2.04,0.03,144.45,1.07,78.11,66.34,1,0,0,0,0,0,0
O01876,2025-01-12,2025-01-24,2025-01-24,P026,C044,Retail,S008,W003,180,2.65,0.04,457.92,1.83,329.4,128.52,1,0,0,0,0,0,0
